LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.420, Time: 2.364852 s
         1506687 function calls (1490005 primitive calls) in 2.886 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
      114    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        5    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
        8    0.000    0.000    0.000    0.000 util.py:119(clear)
       10    0.000    0.000    0.000    0.000 enum.py:1439(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 tempfile.py:865(TemporaryDirectory)
        2    0.000    0.000    0.000    0.000 core.py:4083(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1502(RegularPolyCollection)
       24    0.000    0.000    0.000    0.000 patches.py:2351(<genexpr>)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:6947(__init__)
        1    0.000    0.000    0.000    0.000 font_manager.py:588(FontProperties)
       32    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      134    0.000    0.000    0.000    0.000 contextlib.py:447(__enter__)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
       31    0.000    0.000    0.000    0.000 warnings.py:462(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1570(CirclePolygon)
       14    0.000    0.000    0.000    0.000 dataclasses.py:865(_set_new_attribute)
      181    0.000    0.000    0.000    0.000 <frozen _collections_abc>:873(__iter__)
        6    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 __init__.py:601(__init__)
        3    0.000    0.000    0.000    0.000 core.py:783(add_parse_action)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
       69    0.000    0.000    0.000    0.000 __init__.py:153(<genexpr>)
        1    0.000    0.000    0.000    0.000 art3d.py:740(Path3DCollection)
        1    0.000    0.000    0.000    0.000 cbook.py:198(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1093(poly1d)
        3    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
       12    0.000    0.000    0.000    0.000 dataclasses.py:383(field)
        1    0.000    0.000    0.000    0.000 core.py:1196(enable_packrat)
        1    0.000    0.000    0.000    0.000 tempfile.py:686(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 collections.py:2135(TriMesh)
        1    0.000    0.000    0.000    0.000 quiver.py:915(Barbs)
      129    0.000    0.000    0.000    0.000 results.py:30(__getitem__)
       68    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 transforms.py:669(Bbox)
        1    0.000    0.000    0.000    0.000 defmatrix.py:73(matrix)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:166(<genexpr>)
       42    0.000    0.000    0.000    0.000 typing.py:3004(<genexpr>)
       65    0.000    0.000    0.000    0.000 results.py:297(__bool__)
        1    0.000    0.000    0.000    0.000 core.py:321(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 collections.py:1967(EllipseCollection)
        2    0.000    0.000    0.000    0.000 <frozen os>:720(__setitem__)
        1    0.000    0.000    0.000    0.000 Image.py:3874(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 patches.py:990(PathPatch)
        1    0.000    0.000    0.000    0.000 mathtext.py:37(MathTextParser)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:907(AnchoredOffsetbox)
       12    0.000    0.000    0.000    0.000 dataclasses.py:531(_field_init)
        9    0.000    0.000    0.000    0.000 deprecation.py:152(_deprecated_property)
       43    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       29    0.000    0.000    0.000    0.000 core.py:4740(<genexpr>)
       53    0.000    0.000    0.000    0.000 <frozen _collections_abc>:345(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _array_like.py:36(_SupportsArrayFunc)
        2    0.000    0.000    0.000    0.000 enum.py:1722(global_enum)
       51    0.000    0.000    0.000    0.000 fromnumeric.py:2584(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       72    0.000    0.000    0.000    0.000 _internal.py:904(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:6370(__init__)
       37    0.000    0.000    0.000    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _nbit_base.py:57(__init_subclass__)
       51    0.000    0.000    0.000    0.000 _linalg.py:553(_unary_dispatcher)
        2    0.000    0.000    0.000    0.000 dataclasses.py:886(_hash_add)
        2    0.000    0.000    0.000    0.000 <frozen os>:726(__delitem__)
        4    0.000    0.000    0.000    0.000 core.py:5759(_generateDefaultName)
       24    0.000    0.000    0.000    0.000 deprecation.py:97(deprecated)
       57    0.000    0.000    0.000    0.000 __init__.py:266(<genexpr>)
        1    0.000    0.000    0.000    0.000 art3d.py:225(Line3D)
       23    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        5    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        5    0.000    0.000    0.000    0.000 rcsetup.py:237(_validate_pathlike)
        1    0.000    0.000    0.000    0.000 numbers.py:328(Integral)
       51    0.000    0.000    0.000    0.000 numeric.py:92(_zeros_like_dispatcher)
        2    0.000    0.000    0.000    0.000 dataclasses.py:407(_fields_in_init_order)
        4    0.000    0.000    0.000    0.000 _local.py:510(stat)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       55    0.000    0.000    0.000    0.000 colors.py:414(<genexpr>)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
       37    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 core.py:103(__diag__)
        2    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
       29    0.000    0.000    0.000    0.000 getlimits.py:722(max)
        1    0.000    0.000    0.000    0.000 testing.py:139(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 collections.py:2352(QuadMesh)
       22    0.000    0.000    0.000    0.000 util.py:209(__init__)
       77    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       42    0.000    0.000    0.000    0.000 _compat_pickle.py:164(<genexpr>)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.000    0.000    0.000    0.000 art3d.py:104(Text3D)
       30    0.000    0.000    0.000    0.000 core.py:774(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 _abc.py:101(PurePathBase)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
       10    0.000    0.000    0.000    0.000 axis.py:2339(_make_getset_interval)
       15    0.000    0.000    0.000    0.000 enum.py:795(__iter__)
       37    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
       78    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
       37    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
       17    0.000    0.000    0.000    0.000 inspect.py:2877(__hash__)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 rcsetup.py:281(_validate_toolbar)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 weakref.py:510(update)
        3    0.000    0.000    0.000    0.000 colors.py:1522(__init__)
       30    0.000    0.000    0.000    0.000 __init__.py:820(__init__)
       46    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 deprecation.py:137(finalize)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
       25    0.000    0.000    0.000    0.000 getlimits.py:709(min)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 calendar.py:96(_localized_month)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
       35    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       28    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 core.py:5262(__init__)
        1    0.000    0.000    0.000    0.000 polar.py:812(PolarAxes)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
       24    0.000    0.000    0.000    0.000 cbook.py:1860(_str_equal)
        1    0.000    0.000    0.000    0.000 _common.py:19(package_to_anchor)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
       40    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 collections.py:964(_CollectionWithSizes)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:971(clear)
        2    0.000    0.000    0.000    0.000 six.py:194(find_spec)
       20    0.000    0.000    0.000    0.000 inspect.py:3137(<genexpr>)
        2    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:821(PsfontsMap)
        6    0.000    0.000    0.000    0.000 inspect.py:1441(formatannotation)
        7    0.000    0.000    0.000    0.000 core.py:2615(_arraymethod)
        1    0.000    0.000    0.000    0.000 font_manager.py:537(_cleanup_fontproperties_init)
        1    0.000    0.000    0.000    0.000 colorizer.py:38(Colorizer)
        5    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:428(BakomaFonts)
        3    0.000    0.000    0.000    0.000 core.py:5443(_generateDefaultName)
       17    0.000    0.000    0.000    0.000 results.py:300(__iter__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:311(_validate_color_or_linecolor)
       11    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1497(IPv4Network)
        1    0.000    0.000    0.000    0.000 functools.py:887(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:1847(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
       44    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       25    0.000    0.000    0.000    0.000 helpers.py:275(<genexpr>)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
       24    0.000    0.000    0.000    0.000 patches.py:2347(<genexpr>)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        6    0.000    0.000    0.000    0.000 rcsetup.py:185(_make_type_validator)
       24    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_classvar)
        1    0.000    0.000    0.000    0.000 glob.py:527(_StringGlobber)
        1    0.000    0.000    0.000    0.000 uuid.py:88(UUID)
       37    0.000    0.000    0.000    0.000 fromnumeric.py:3523(ndim)
       10    0.000    0.000    0.000    0.000 rcsetup.py:399(validate_fontweight)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 platform.py:926(uname_result)
        1    0.000    0.000    0.000    0.000 core.py:4066(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:2456(SpanSelector)
       51    0.000    0.000    0.000    0.000 shape_base.py:76(_atleast_2d_dispatcher)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1308(__init__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
        6    0.000    0.000    0.000    0.000 _exceptions.py:16(_display_as_base)
       51    0.000    0.000    0.000    0.000 multiarray.py:115(empty_like)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
       12    0.000    0.000    0.000    0.000 functools.py:995(__init__)
       39    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 glob.py:331(_Globber)
        5    0.000    0.000    0.000    0.000 core.py:6604(token_map)
        1    0.000    0.000    0.000    0.000 __init__.py:458(validate)
       74    0.000    0.000    0.000    0.000 util.py:264(no_escape_re_range_char)
        1    0.000    0.000    0.000    0.000 backend_bases.py:130(RendererBase)
        1    0.000    0.000    0.000    0.000 axis.py:2593(YAxis)
        1    0.000    0.000    0.000    0.000 axis.py:2369(XAxis)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
       36    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 getlimits.py:385(finfo)
       42    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       42    0.000    0.000    0.000    0.000 core.py:4729(<genexpr>)
        1    0.000    0.000    0.000    0.000 ast.py:76(_convert_signed_num)
       21    0.000    0.000    0.000    0.000 typing.py:3112(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 collections.py:1260(FillBetweenPolyCollection)
       23    0.000    0.000    0.000    0.000 overrides.py:175(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 traceback.py:428(StackSummary)
        1    0.000    0.000    0.000    0.000 threading.py:592(__init__)
        5    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:55(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 core.py:80(__compat__)
        1    0.000    0.000    0.000    0.000 dviread.py:1023(_LuatexKpsewhich)
       33    0.000    0.000    0.000    0.000 core.py:5028(recurse)
       37    0.000    0.000    0.000    0.000 fromnumeric.py:3519(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:473(__new__)
       68    0.000    0.000    0.000    0.000 inspect.py:3115(return_annotation)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
       10    0.000    0.000    0.000    0.000 core.py:4087(parseImpl)
        4    0.000    0.000    0.000    0.000 typing.py:2503(_strip_annotations)
        1    0.000    0.000    0.000    0.000 _functional.py:1(<module>)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        2    0.000    0.000    0.000    0.000 core.py:3924(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 threading.py:428(notify_all)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:12(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 image.py:819(AxesImage)
        1    0.000    0.000    0.000    0.000 colorizer.py:325(_ColorizerInterface)
       33    0.000    0.000    0.000    0.000 <frozen codecs>:263(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1364(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3322(Regex)
        1    0.000    0.000    0.000    0.000 getlimits.py:640(iinfo)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1399(__iter__)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        4    0.000    0.000    0.000    0.000 rcsetup.py:246(validate_fonttype)
        6    0.000    0.000    0.000    0.000 __init__.py:100(check_in_list)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1381(_get_parent_path)
        1    0.000    0.000    0.000    0.000 random.py:893(getrandbits)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
       33    0.000    0.000    0.000    0.000 results.py:27(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:147(GzipFile)
        2    0.000    0.000    0.000    0.000 tokenize.py:388(find_cookie)
        1    0.000    0.000    0.000    0.000 figure.py:2214(SubFigure)
        1    0.000    0.000    0.000    0.000 traceback.py:997(TracebackException)
        1    0.000    0.000    0.000    0.000 gridspec.py:521(SubplotSpec)
       24    0.000    0.000    0.000    0.000 dataclasses.py:699(_is_initvar)
        6    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 __init__.py:1111(StreamHandler)
        1    0.000    0.000    0.000    0.000 transforms.py:1156(LockableBbox)
       33    0.000    0.000    0.000    0.000 __init__.py:79(<genexpr>)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:326(AxisConcatenator)
        4    0.000    0.000    0.000    0.000 numerictypes.py:239(obj2sctype)
       25    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 __init__.py:453(LibraryLoader)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        2    0.000    0.000    0.000    0.000 tokenize.py:382(read_or_stop)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:3133(RectangleSelector)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 hatch.py:14(HorizontalHatch)
        1    0.000    0.000    0.000    0.000 __init__.py:1836(__init__)
        3    0.000    0.000    0.000    0.000 enum.py:1571(__repr__)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
       24    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:922(Handler)
        1    0.000    0.000    0.000    0.000 ast.py:72(_convert_num)
       10    0.000    0.000    0.000    0.000 enum.py:807(__members__)
        1    0.000    0.000    0.000    0.000 colors.py:2119(Normalize)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
       14    0.000    0.000    0.000    0.000 dataclasses.py:673(<genexpr>)
        1    0.000    0.000    0.000    0.000 axis3d.py:729(XAxis)
        1    0.000    0.000    0.000    0.000 core.py:6742(MaskedConstant)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
       37    0.000    0.000    0.000    0.000 function_base.py:21(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 axes3d.py:4044(_Quaternion)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
       30    0.000    0.000    0.000    0.000 version.py:471(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 __init__.py:1463(Logger)
       10    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        6    0.000    0.000    0.000    0.000 <frozen os>:798(decode)
        1    0.000    0.000    0.000    0.000 widgets.py:3737(PolygonSelector)
        7    0.000    0.000    0.000    0.000 getlimits.py:161(_register_type)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 _abc.py:55(ParserBase)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        2    0.000    0.000    0.000    0.000 linecache.py:184(lazycache)
        1    0.000    0.000    0.000    0.000 artist.py:87(_finalize_rasterization)
        1    0.000    0.000    0.000    0.000 ticker.py:397(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 six.py:498(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 colors.py:1514(BivarColormap)
        1    0.000    0.000    0.000    0.000 polar.py:32(PolarTransform)
        1    0.000    0.000    0.000    0.000 widgets.py:2100(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 registry.py:15(BackendRegistry)
       30    0.000    0.000    0.000    0.000 results.py:291(__contains__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:108(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 core.py:1377(make_mask_descr)
        9    0.000    0.000    0.000    0.000 core.py:4568(<genexpr>)
        1    0.000    0.000    0.000    0.000 axis3d.py:745(ZAxis)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 collections.py:1764(EventCollection)
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
        1    0.000    0.000    0.000    0.000 subprocess.py:476(CompletedProcess)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:31(ImagePalette)
        1    0.000    0.000    0.000    0.000 collections.py:1578(LineCollection)
        1    0.000    0.000    0.000    0.000 transforms.py:1081(TransformedBbox)
        2    0.000    0.000    0.000    0.000 rcsetup.py:431(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 threading.py:674(Barrier)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        5    0.000    0.000    0.000    0.000 <frozen os>:856(fsdecode)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:656(RcParams)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2545(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 colors.py:98(ColorSequenceRegistry)
        3    0.000    0.000    0.000    0.000 rcsetup.py:591(_validate_greaterequal0_lessequal1)
        4    0.000    0.000    0.000    0.000 core.py:5599(_generateDefaultName)
        5    0.000    0.000    0.000    0.000 weakref.py:417(__len__)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
       21    0.000    0.000    0.000    0.000 core.py:4231(recurse)
        6    0.000    0.000    0.000    0.000 __init__.py:45(__init__)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:16(Arrayterator)
       10    0.000    0.000    0.000    0.000 _docstring.py:61(__init__)
        8    0.000    0.000    0.000    0.000 core.py:5463(stopOn)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:292(__subclasshook__)
        1    0.000    0.000    0.000    0.000 colors.py:680(Colormap)
        5    0.000    0.000    0.000    0.000 version.py:78(__lt__)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:286(CubicTriInterpolator)
        7    0.000    0.000    0.000    0.000 typing.py:2754(final)
        1    0.000    0.000    0.000    0.000 util.py:15(__config_flags)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:1541(RadioButtons)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
        1    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        1    0.000    0.000    0.000    0.000 contour.py:551(ContourSet)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 axis3d.py:737(YAxis)
        2    0.000    0.000    0.000    0.000 traceback.py:329(__getitem__)
       12    0.000    0.000    0.000    0.000 dataclasses.py:519(_field_assign)
       34    0.000    0.000    0.000    0.000 core.py:2158(recurse)
        1    0.000    0.000    0.000    0.000 transforms.py:1277(Transform)
        2    0.000    0.000    0.000    0.000 rcsetup.py:780(_validate_legend_loc)
       12    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 rcsetup.py:583(_validate_greaterthan_minushalf)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        1    0.000    0.000    0.000    0.000 _internal.py:262(_ctypes)
        1    0.000    0.000    0.000    0.000 ast.py:67(_raise_malformed_node)
        2    0.000    0.000    0.000    0.000 rcsetup.py:569(validate_sketch)
        7    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2225(IPv6Interface)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3473(_Backend)
       10    0.000    0.000    0.000    0.000 typing.py:2204(<genexpr>)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:411(__subclasshook__)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 art3d.py:625(Patch3DCollection)
        1    0.000    0.000    0.000    0.000 _trirefine.py:47(UniformTriRefiner)
        4    0.000    0.000    0.000    0.000 core.py:3847(parseImpl)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:382(PngStream)
        1    0.000    0.000    0.000    0.000 core.py:1363(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        1    0.000    0.000    0.000    0.000 Image.py:3765(register_extensions)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:364(errstate)
       24    0.000    0.000    0.000    0.000 core.py:4739(<genexpr>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dviread.py:152(_dispatch)
       12    0.000    0.000    0.000    0.000 core.py:6304(postParse)
        1    0.000    0.000    0.000    0.000 _triangulation.py:8(Triangulation)
        1    0.000    0.000    0.000    0.000 ticker.py:1336(EngFormatter)
        1    0.000    0.000    0.000    0.000 {built-in method now}
        1    0.000    0.000    0.000    0.000 offsetbox.py:1458(DraggableBase)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1385(_recalculate)
        1    0.000    0.000    0.000    0.000 ticker.py:1833(LinearLocator)
        1    0.000    0.000    0.000    0.000 plistlib.py:177(_PlistParser)
